position,macro_f1,macro_precision,macro_recall,weighted_f1,weighted_precision,weighted_recall,support,f1_1,precision_1,recall_1,support_1,f1_2,precision_2,recall_2,support_2,f1_3,precision_3,recall_3,support_3,f1_4,precision_4,recall_4,support_4,f1_0,precision_0,recall_0,support_0
p_16,0.5085308308712564,0.5905555555555556,0.47994734310523784,0.5547216770621026,0.554835390946502,0.5925925925925926,108.0,0.425531914893617,0.5,0.37037037037037035,27.0,0.7384615384615385,0.64,0.8727272727272727,55.0,0.14285714285714285,0.2222222222222222,0.10526315789473684,19.0,0.7272727272727273,1.0,0.5714285714285714,7.0,,,,
p_17,0.5016233766233766,0.4969174723273083,0.5157563025210083,0.6208032708032709,0.6076932158443997,0.6481481481481481,108.0,0.5,0.5769230769230769,0.4411764705882353,34.0,0.7428571428571429,0.7222222222222222,0.7647058823529411,17.0,0.7636363636363637,0.6885245901639344,0.8571428571428571,49.0,0.0,0.0,0.0,8.0,,,,
p_18,0.3986622073578595,0.4341783216783217,0.4298245614035087,0.4756153669197148,0.47293771043771043,0.5462962962962963,108.0,0.22857142857142856,0.36363636363636365,0.16666666666666666,24.0,0.5714285714285714,0.5333333333333333,0.6153846153846154,13.0,0.7076923076923077,0.5897435897435898,0.8846153846153846,52.0,0.08695652173913043,0.25,0.05263157894736842,19.0,,,,
p_19,0.398749800923714,0.4137719298245614,0.3985500610500611,0.6111243828635133,0.5873001949317739,0.6481481481481481,108.0,0.855072463768116,0.7866666666666666,0.9365079365079365,63.0,0.38095238095238093,0.5,0.3076923076923077,13.0,0.0,0.0,0.0,12.0,0.358974358974359,0.3684210526315789,0.35,20.0,,,,
p_20,0.34613787375415284,0.3187276858162934,0.3961363636363636,0.41116802017964804,0.35875497373387666,0.5,108.0,0.0,0.0,0.0,27.0,0.4166666666666667,0.38461538461538464,0.45454545454545453,11.0,0.2857142857142857,0.3333333333333333,0.25,20.0,0.6821705426356589,0.5569620253164557,0.88,50.0,,,,
p_21,0.4058818312247294,0.4230676328502415,0.40283855637116506,0.5456220550797309,0.5314859545535874,0.5740740740740741,108.0,0.36363636363636365,0.4,0.3333333333333333,18.0,0.3902439024390244,0.4444444444444444,0.34782608695652173,23.0,0.11764705882352941,0.16666666666666666,0.09090909090909091,11.0,0.752,0.6811594202898551,0.8392857142857143,56.0,,,,
p_22,0.41413817663817665,0.5166014350945858,0.412370820668693,0.4869935106046217,0.5433608755526564,0.5277777777777778,108.0,0.2962962962962963,0.6666666666666666,0.19047619047619047,21.0,0.41025641025641024,0.5714285714285714,0.32,25.0,0.6833333333333333,0.5616438356164384,0.8723404255319149,47.0,0.26666666666666666,0.26666666666666666,0.26666666666666666,15.0,,,,
p_23,0.29585339338406585,0.25308641975308643,0.35625,0.45759348415040296,0.38911751257430266,0.5555555555555556,108.0,0.7153284671532847,0.6049382716049383,0.875,56.0,0.46808510638297873,0.4074074074074074,0.55,20.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,17.0,,,,
p_24,0.32150900900900903,0.45535714285714285,0.3331983805668016,0.467064286508731,0.5315255731922398,0.5462962962962963,108.0,0.1111111111111111,0.3333333333333333,0.06666666666666667,15.0,0.25,0.6666666666666666,0.15384615384615385,26.0,0.2222222222222222,0.25,0.2,10.0,0.7027027027027027,0.5714285714285714,0.9122807017543859,57.0,,,,
p_25,0.3353921973915651,0.32859370359370355,0.363126159554731,0.4908615016137976,0.4592793342793343,0.5555555555555556,108.0,0.7154471544715447,0.5945945945945946,0.8979591836734694,49.0,0.0,0.0,0.0,16.0,0.5084745762711864,0.5769230769230769,0.45454545454545453,33.0,0.11764705882352941,0.14285714285714285,0.1,10.0,,,,
p_26,0.33773116438356166,0.3539574366331899,0.3578262061403509,0.5353859081684424,0.5133021591653825,0.5925925925925926,108.0,0.7534246575342466,0.6707317073170732,0.859375,64.0,0.16,0.3333333333333333,0.10526315789473684,19.0,0.4375,0.4117647058823529,0.4666666666666667,15.0,0.0,0.0,0.0,10.0,,,,
p_27,0.3548971180550128,0.37308081988933045,0.36901795412433713,0.45606190343032443,0.5090203990913211,0.4444444444444444,108.0,0.4864864864864865,0.6666666666666666,0.3829787234042553,47.0,0.2564102564102564,0.23809523809523808,0.2777777777777778,18.0,0.5714285714285714,0.5106382978723404,0.6486486486486487,37.0,0.10526315789473684,0.07692307692307693,0.16666666666666666,6.0,,,,
p_28,0.3046877858517559,0.305126968820315,0.32361111111111107,0.38957879527790173,0.3786920961462909,0.42592592592592593,108.0,0.5742574257425742,0.47540983606557374,0.725,40.0,0.34146341463414637,0.4117647058823529,0.2916666666666667,24.0,0.30303030303030304,0.3333333333333333,0.2777777777777778,36.0,0.0,0.0,0.0,8.0,,,,
p_29,0.3999195964652786,0.44017094017094016,0.40669096984886455,0.5661185909996923,0.5579297245963913,0.6111111111111112,108.0,0.7801418439716312,0.7051282051282052,0.873015873015873,63.0,0.23529411764705882,0.3333333333333333,0.18181818181818182,11.0,0.42424242424242425,0.3888888888888889,0.4666666666666667,15.0,0.16,0.3333333333333333,0.10526315789473684,19.0,,,,
p_30,0.34175084175084175,0.37679799874921827,0.3566823899371069,0.49594712557675524,0.4901153498714474,0.5648148148148148,108.0,0.0,0.0,0.0,11.0,0.18181818181818182,0.23076923076923078,0.15,20.0,0.4444444444444444,0.6666666666666666,0.3333333333333333,24.0,0.7407407407407407,0.6097560975609756,0.9433962264150944,53.0,,,,
p_31,0.39487179487179486,0.41725246335015626,0.3947702834799609,0.579877598396117,0.562870503885284,0.6111111111111112,108.0,0.7851851851851852,0.726027397260274,0.8548387096774194,62.0,0.5128205128205128,0.5263157894736842,0.5,20.0,0.14814814814814814,0.16666666666666666,0.13333333333333333,15.0,0.13333333333333333,0.25,0.09090909090909091,11.0,,,,
p_32,0.33184257602862255,0.291875,0.3849206349206349,0.5417412045319023,0.48104166666666665,0.6203703703703703,108.0,0.0,0.0,0.0,16.0,0.5581395348837209,0.48,0.6666666666666666,18.0,0.7692307692307693,0.6875,0.873015873015873,63.0,0.0,0.0,0.0,11.0,,,,
p_33,0.38136153337739587,0.3692410247952059,0.39460784313725494,0.500636459327801,0.4843543513275219,0.5185185185185185,108.0,0.5411764705882353,0.5348837209302325,0.5476190476190477,42.0,0.5842696629213483,0.5531914893617021,0.6190476190476191,42.0,0.4,0.3888888888888889,0.4117647058823529,17.0,0.0,0.0,0.0,7.0,,,,
p_34,0.5025732810137261,0.5057503770739065,0.5133579638752053,0.574721559444528,0.5669061784257862,0.5925925925925926,108.0,0.17391304347826086,0.25,0.13333333333333333,15.0,0.7102803738317757,0.6666666666666666,0.76,50.0,0.5454545454545454,0.5769230769230769,0.5172413793103449,29.0,0.5806451612903226,0.5294117647058824,0.6428571428571429,14.0,,,,
p_35,0.2564263322884013,0.263768115942029,0.29538061158100193,0.4225473122024846,0.3992485238862051,0.5185185185185185,108.0,0.0,0.0,0.0,8.0,0.6620689655172414,0.5217391304347826,0.9056603773584906,53.0,0.0,0.0,0.0,18.0,0.36363636363636365,0.5333333333333333,0.27586206896551724,29.0,,,,
p_36,0.37546942505815883,0.3681581828133552,0.39222873900293254,0.4916155853427372,0.46915607452005914,0.5277777777777778,108.0,0.35,0.3888888888888889,0.3181818181818182,22.0,0.4067796610169492,0.42857142857142855,0.3870967741935484,31.0,0.0,0.0,0.0,11.0,0.7450980392156863,0.6551724137931034,0.8636363636363636,44.0,,,,
p_37,0.4636904761904762,0.5,0.4524122807017544,0.5393298059964727,0.5578703703703703,0.5462962962962963,108.0,0.5,0.625,0.4166666666666667,24.0,0.5833333333333334,0.5,0.7,40.0,0.5714285714285714,0.625,0.5263157894736842,38.0,0.2,0.25,0.16666666666666666,6.0,,,,
p_38,0.38215838535586794,0.4224586925287356,0.38994047619047617,0.4856273062383807,0.48497033312047677,0.5185185185185185,108.0,0.6842105263157895,0.609375,0.78,50.0,0.39344262295081966,0.41379310344827586,0.375,32.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,12.0,0.11764705882352941,0.3333333333333333,0.07142857142857142,14.0,,,,
p_39,0.2354426807760141,0.22048857368006303,0.2562582345191041,0.32284995754131557,0.3024837288036658,0.35185185185185186,108.0,0.41975308641975306,0.3617021276595745,0.5,34.0,0.31746031746031744,0.3333333333333333,0.30303030303030304,33.0,0.0,0.0,0.0,17.0,0.44,0.4074074074074074,0.4782608695652174,23.0,0.0,0.0,0.0,1.0
p_40,0.31591520707900017,0.4218253968253968,0.3267525485267421,0.39440837708717663,0.4627572016460905,0.4351851851851852,108.0,0.0,0.0,0.0,13.0,0.5535714285714286,0.44285714285714284,0.7380952380952381,42.0,0.41379310344827586,0.4444444444444444,0.3870967741935484,31.0,0.2962962962962963,0.8,0.18181818181818182,22.0,,,,
p_41,0.3863782051282051,0.4094132817537073,0.4094742063492064,0.4273741690408357,0.4386059173293216,0.4537037037037037,108.0,0.3333333333333333,0.4166666666666667,0.2777777777777778,36.0,0.5538461538461539,0.5454545454545454,0.5625,32.0,0.125,0.25,0.08333333333333333,12.0,0.5333333333333333,0.425531914893617,0.7142857142857143,28.0,,,,
p_42,0.4334054834054834,0.47776762879064666,0.42281792281792285,0.5168644113088557,0.5211150804927446,0.5462962962962963,108.0,0.3333333333333333,0.4666666666666667,0.25925925925925924,27.0,0.22857142857142856,0.23529411764705882,0.2222222222222222,18.0,0.7272727272727273,0.6376811594202898,0.8461538461538461,52.0,0.4444444444444444,0.5714285714285714,0.36363636363636365,11.0,,,,
p_43,0.23606502986065028,0.2204192021636241,0.28555555555555556,0.37907665462409984,0.3330203090176045,0.48148148148148145,108.0,0.0,0.0,0.0,24.0,0.2727272727272727,0.35294117647058826,0.2222222222222222,27.0,0.6715328467153284,0.5287356321839081,0.92,50.0,0.0,0.0,0.0,7.0,,,,
p_44,0.4373355402767167,0.4947916666666667,0.43376623376623374,0.46952720482132243,0.5383101851851853,0.4722222222222222,108.0,0.5252525252525253,0.43333333333333335,0.6666666666666666,39.0,0.38095238095238093,0.4,0.36363636363636365,22.0,0.5098039215686274,0.8125,0.37142857142857144,35.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,12.0,,,,
p_45,0.31292989417989414,0.30479336043360433,0.3413553639846743,0.4715167548500881,0.42660343270099366,0.5462962962962963,108.0,0.7285714285714285,0.6219512195121951,0.8793103448275862,58.0,0.14814814814814814,0.2222222222222222,0.1111111111111111,18.0,0.375,0.375,0.375,16.0,0.0,0.0,0.0,16.0,,,,
p_46,0.460782967032967,0.4922652676889965,0.4620540669097828,0.5916590354090354,0.5862279416893352,0.6111111111111112,108.0,0.15384615384615385,0.3333333333333333,0.1,10.0,0.42857142857142855,0.42857142857142855,0.42857142857142855,28.0,0.8035714285714286,0.7627118644067796,0.8490566037735849,53.0,0.45714285714285713,0.4444444444444444,0.47058823529411764,17.0,,,,
p_47,0.4519413224346811,0.5552890310352997,0.4336247086247086,0.5126258940300686,0.5262356647099599,0.5462962962962963,108.0,0.12903225806451613,0.2222222222222222,0.09090909090909091,22.0,0.38461538461538464,0.35714285714285715,0.4166666666666667,24.0,0.5714285714285714,1.0,0.4,10.0,0.7226890756302521,0.6417910447761194,0.8269230769230769,52.0,,,,
p_48,0.31537037037037036,0.3311965811965812,0.3388157894736842,0.44932098765432094,0.4354226020892688,0.5,108.0,0.4533333333333333,0.4358974358974359,0.4722222222222222,36.0,0.6481481481481481,0.5555555555555556,0.7777777777777778,45.0,0.16,0.3333333333333333,0.10526315789473684,19.0,0.0,0.0,0.0,8.0,,,,
p_49,0.3334266517357223,0.2942872117400419,0.38482142857142854,0.5056613164115964,0.4464632347231929,0.5833333333333334,108.0,0.7021276595744681,0.6111111111111112,0.825,40.0,0.631578947368421,0.5660377358490566,0.7142857142857143,42.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,12.0,,,,
p_50,0.5030316091954024,0.5064941766180157,0.5044902044902044,0.5263713282247765,0.5298974560584467,0.5277777777777778,108.0,0.64,0.631578947368421,0.6486486486486487,37.0,0.4583333333333333,0.5238095238095238,0.4074074074074074,27.0,0.5,0.47058823529411764,0.5333333333333333,30.0,0.41379310344827586,0.4,0.42857142857142855,14.0,,,,
p_51,0.28935574229691874,0.3118974358974359,0.2966535947712418,0.37833281460732443,0.3888603988603989,0.39814814814814814,108.0,0.47058823529411764,0.46153846153846156,0.48,25.0,0.16666666666666666,0.3333333333333333,0.1111111111111111,18.0,0.35714285714285715,0.38461538461538464,0.3333333333333333,30.0,0.4523809523809524,0.38,0.5588235294117647,34.0,0.0,0.0,0.0,1.0
p_52,0.4865795336932858,0.5918003565062389,0.4777131782945736,0.5052917943410302,0.5934343434343434,0.5185185185185185,108.0,0.47368421052631576,0.8181818181818182,0.3333333333333333,27.0,0.5765765765765766,0.47058823529411764,0.7441860465116279,43.0,0.45161290322580644,0.4117647058823529,0.5,14.0,0.4444444444444444,0.6666666666666666,0.3333333333333333,24.0,,,,
p_53,0.23271221532091096,0.20262417994376758,0.276875,0.49904148454873093,0.4185497587559443,0.6203703703703703,108.0,0.0,0.0,0.0,18.0,0.782608695652174,0.6494845360824743,0.984375,64.0,0.0,0.0,0.0,15.0,0.38095238095238093,0.36363636363636365,0.4,10.0,0.0,0.0,0.0,1.0
p_54,0.43448264736564746,0.49611933058452584,0.4230352303523035,0.5519943709343922,0.5673278177522659,0.5740740740740741,108.0,0.6355140186915887,0.5483870967741935,0.7555555555555555,45.0,0.5569620253164557,0.5789473684210527,0.5365853658536586,41.0,0.0,0.0,0.0,7.0,0.5454545454545454,0.8571428571428571,0.4,15.0,,,,
p_55,0.3822751322751322,0.37033462033462033,0.39951697892271665,0.6189496374681559,0.5802886219552886,0.6666666666666666,108.0,0.8148148148148148,0.7432432432432432,0.9016393442622951,61.0,0.5714285714285714,0.5714285714285714,0.5714285714285714,28.0,0.14285714285714285,0.16666666666666666,0.125,8.0,0.0,0.0,0.0,11.0,,,,
p_56,0.4605462048500023,0.5112938596491228,0.45386332417582415,0.5201309785697972,0.5459592267706302,0.5277777777777778,108.0,0.4810126582278481,0.475,0.48717948717948717,39.0,0.5714285714285714,0.7368421052631579,0.4666666666666667,30.0,0.2,0.3333333333333333,0.14285714285714285,7.0,0.5897435897435898,0.5,0.71875,32.0,,,,
p_57,0.44000968515053024,0.4661585365853658,0.4793219461697722,0.4575951521960912,0.47281504065040647,0.5,108.0,0.07692307692307693,0.3333333333333333,0.043478260869565216,23.0,0.5909090909090909,0.5416666666666666,0.65,20.0,0.4788732394366197,0.4146341463414634,0.5666666666666667,30.0,0.6133333333333333,0.575,0.6571428571428571,35.0,,,,
p_58,0.3602864542864543,0.5930555555555556,0.3574468085106383,0.4641846000364519,0.5497942386831276,0.5092592592592593,108.0,0.15384615384615385,0.2222222222222222,0.11764705882352941,17.0,0.624,0.5,0.8297872340425532,47.0,0.48148148148148145,0.65,0.38235294117647056,34.0,0.18181818181818182,1.0,0.1,10.0,,,,
p_59,0.3983136003200931,0.39045545649319235,0.41311478629792586,0.4855322390082502,0.4607660566780063,0.5185185185185185,108.0,0.5063291139240507,0.47619047619047616,0.5405405405405406,37.0,0.6041666666666666,0.5471698113207547,0.6744186046511628,43.0,0.4827586206896552,0.5384615384615384,0.4375,16.0,0.0,0.0,0.0,12.0,,,,
p_60,0.3839034205231388,0.3938214128762909,0.39593495934959344,0.48476041433787914,0.5092656172432596,0.49074074074074076,108.0,0.4,0.5416666666666666,0.3170731707317073,41.0,0.6285714285714286,0.5945945945945946,0.6666666666666666,33.0,0.5070422535211268,0.43902439024390244,0.6,30.0,0.0,0.0,0.0,4.0,,,,
p_61,0.33054825932874715,0.3506944444444445,0.35293250810492194,0.4303356264331874,0.4347993827160494,0.48148148148148145,108.0,0.48,0.5,0.46153846153846156,26.0,0.5982905982905983,0.4861111111111111,0.7777777777777778,45.0,0.24390243902439024,0.4166666666666667,0.1724137931034483,29.0,0.0,0.0,0.0,8.0,,,,
p_62,0.30824175824175826,0.2980769230769231,0.3248847926267281,0.5625152625152625,0.527065527065527,0.6111111111111112,108.0,0.46153846153846156,0.5,0.42857142857142855,28.0,0.7714285714285715,0.6923076923076923,0.8709677419354839,62.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,3.0,,,,
p_63,0.5059505256847515,0.5380836981446737,0.5220864661654135,0.5205290236330357,0.5616135470471514,0.5277777777777778,108.0,0.43902439024390244,0.6923076923076923,0.32142857142857145,28.0,0.5675675675675675,0.5833333333333334,0.5526315789473685,38.0,0.4375,0.3888888888888889,0.5,14.0,0.5797101449275363,0.4878048780487805,0.7142857142857143,28.0,,,,
p_64,0.37524366471734893,0.3617948717948718,0.40499198075380916,0.4631434553461844,0.4326115859449193,0.5185185185185185,108.0,0.5185185185185185,0.56,0.4827586206896552,29.0,0.6666666666666666,0.5538461538461539,0.8372093023255814,43.0,0.0,0.0,0.0,16.0,0.3157894736842105,0.3333333333333333,0.3,20.0,,,,
p_65,0.2711170055997642,0.35090909090909095,0.2714285714285714,0.4626600517405115,0.5189113355780023,0.49074074074074076,108.0,0.603448275862069,0.5303030303030303,0.7,50.0,0.4444444444444444,0.42424242424242425,0.4666666666666667,30.0,0.3076923076923077,0.8,0.19047619047619047,21.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0
p_66,0.3810171746492501,0.37443284936479126,0.38958333333333334,0.5753865863928758,0.56918397526383,0.5833333333333334,108.0,0.75,0.75,0.75,60.0,0.358974358974359,0.3684210526315789,0.35,20.0,0.41509433962264153,0.3793103448275862,0.4583333333333333,24.0,0.0,0.0,0.0,4.0,,,,
p_67,0.24871664116947134,0.2423076923076923,0.27584126777096646,0.3318683463337551,0.3128205128205128,0.37962962962962965,108.0,0.26666666666666666,0.3076923076923077,0.23529411764705882,34.0,0.16216216216216217,0.2,0.13636363636363635,22.0,0.0,0.0,0.0,11.0,0.5660377358490566,0.46153846153846156,0.7317073170731707,41.0,,,,
p_68,0.36969375563845613,0.4293923611111111,0.36300505050505055,0.40344773247145677,0.42958590534979424,0.42592592592592593,108.0,0.5370370370370371,0.453125,0.6590909090909091,44.0,0.32653061224489793,0.32,0.3333333333333333,24.0,0.35714285714285715,0.5,0.2777777777777778,18.0,0.25806451612903225,0.4444444444444444,0.18181818181818182,22.0,,,,
p_69,0.2846638655462185,0.2803819444444444,0.3100822050290135,0.48163709928415804,0.4715792181069959,0.5277777777777778,108.0,0.5,0.59375,0.4318181818181818,44.0,0.0,0.0,0.0,13.0,0.6386554621848739,0.5277777777777778,0.8085106382978723,47.0,0.0,0.0,0.0,4.0,,,,
p_70,0.33655630084201515,0.3269230769230769,0.35388795986622074,0.4130419844705559,0.40135327635327633,0.4351851851851852,108.0,0.40816326530612246,0.38461538461538464,0.43478260869565216,23.0,0.4835164835164835,0.4230769230769231,0.5641025641025641,39.0,0.45454545454545453,0.5,0.4166666666666667,36.0,0.0,0.0,0.0,10.0,,,,
p_71,0.31448331501531696,0.3768939393939394,0.31922814207650274,0.5283790677472131,0.5609567901234568,0.5833333333333334,108.0,0.3902439024390244,0.7272727272727273,0.26666666666666666,30.0,0.7248322147651006,0.6136363636363636,0.8852459016393442,61.0,0.0,0.0,0.0,9.0,0.14285714285714285,0.16666666666666666,0.125,8.0,,,,
p_72,0.3030370013128634,0.4636193394620361,0.3138888888888889,0.43376663778962626,0.518989520674914,0.5092592592592593,108.0,0.27586206896551724,0.8,0.16666666666666666,24.0,0.6713286713286714,0.5393258426966292,0.8888888888888888,54.0,0.15384615384615385,0.18181818181818182,0.13333333333333333,15.0,0.1111111111111111,0.3333333333333333,0.06666666666666667,15.0,,,,
p_73,0.37938341126738356,0.4066666666666667,0.3838698066639243,0.5145892732916563,0.5029012345679013,0.5555555555555556,108.0,0.5283018867924528,0.56,0.5,28.0,0.7049180327868853,0.6142857142857143,0.8269230769230769,52.0,0.16666666666666666,0.2857142857142857,0.11764705882352941,17.0,0.11764705882352941,0.16666666666666666,0.09090909090909091,11.0,,,,
p_74,0.29748369058713886,0.28858695652173916,0.34283876500857635,0.44430982706844774,0.39426328502415453,0.5555555555555556,108.0,0.4864864864864865,0.6,0.4090909090909091,22.0,0.7034482758620689,0.5543478260869565,0.9622641509433962,53.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,21.0,,,,
p_75,0.27152961980548185,0.2745775729646697,0.3155769230769231,0.4203818318760848,0.38595892359333217,0.5277777777777778,108.0,0.41025641025641024,0.5714285714285714,0.32,25.0,0.6758620689655173,0.5268817204301075,0.9423076923076923,52.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,17.0,,,,
p_76,0.37212775528565006,0.39819245082402976,0.37401792524790234,0.39104779993668876,0.40778151889263003,0.4074074074074074,108.0,0.5052631578947369,0.42105263157894735,0.631578947368421,38.0,0.32,0.4444444444444444,0.25,32.0,0.35555555555555557,0.36363636363636365,0.34782608695652173,23.0,0.3076923076923077,0.36363636363636365,0.26666666666666666,15.0,,,,
p_77,0.2822368764787986,0.3377335383914331,0.3111111111111111,0.3699422288900333,0.42670596946912737,0.4074074074074074,108.0,0.49019607843137253,0.43859649122807015,0.5555555555555556,45.0,0.4225352112676056,0.3409090909090909,0.5555555555555556,27.0,0.21621621621621623,0.5714285714285714,0.13333333333333333,30.0,0.0,0.0,0.0,6.0,,,,
p_78,0.31043956043956045,0.2938861985472155,0.35073744085371994,0.3522079772079772,0.33604609452067075,0.39814814814814814,108.0,0.38461538461538464,0.42857142857142855,0.3488372093023256,43.0,0.5,0.3898305084745763,0.696969696969697,33.0,0.0,0.0,0.0,18.0,0.35714285714285715,0.35714285714285715,0.35714285714285715,14.0,,,,
p_79,0.39435736677115985,0.3933134901532899,0.4062165864742048,0.40349665234722704,0.40680777372475335,0.4074074074074074,108.0,0.4666666666666667,0.44680851063829785,0.4883720930232558,43.0,0.36363636363636365,0.38461538461538464,0.3448275862068966,29.0,0.41379310344827586,0.35294117647058826,0.5,12.0,0.3333333333333333,0.3888888888888889,0.2916666666666667,24.0,,,,
p_80,0.4436550332383665,0.49230769230769234,0.4467948717948718,0.45282921810699583,0.495679012345679,0.46296296296296297,108.0,0.5230769230769231,0.4358974358974359,0.6538461538461539,26.0,0.4074074074074074,0.6111111111111112,0.3055555555555556,36.0,0.4691358024691358,0.4222222222222222,0.5277777777777778,36.0,0.375,0.5,0.3,10.0,,,,
