position,macro_f1,macro_precision,macro_recall,weighted_f1,weighted_precision,weighted_recall,support,f1_0,precision_0,recall_0,support_0,f1_1,precision_1,recall_1,support_1,f1_2,precision_2,recall_2,support_2,f1_3,precision_3,recall_3,support_3,f1_4,precision_4,recall_4,support_4
p_11,0.047058823529411764,0.05,0.04444444444444444,0.0196078431372549,0.020833333333333332,0.018518518518518517,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.23529411764705882,0.25,0.2222222222222222,9.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,51.0
p_12,0.026666666666666665,0.1,0.015384615384615385,0.06419753086419754,0.24074074074074073,0.037037037037037035,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.13333333333333333,0.5,0.07692307692307693,52.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,30.0
p_13,0.05714285714285714,0.14285714285714285,0.03571428571428571,0.07407407407407407,0.18518518518518517,0.046296296296296294,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,13.0,0.2857142857142857,0.7142857142857143,0.17857142857142858,28.0,0.0,0.0,0.0,16.0
p_14,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,51.0
p_15,0.015584415584415584,0.075,0.008695652173913044,0.049783549783549784,0.23958333333333334,0.027777777777777776,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,12.0,0.07792207792207792,0.375,0.043478260869565216,69.0,0.0,0.0,0.0,9.0
p_16,0.029629629629629627,0.05,0.021052631578947368,0.02606310013717421,0.04398148148148148,0.018518518518518517,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,55.0,0.14814814814814814,0.25,0.10526315789473684,19.0,0.0,0.0,0.0,7.0
p_17,0.007017543859649122,0.025,0.004081632653061224,0.015919428200129954,0.056712962962962965,0.009259259259259259,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,17.0,0.03508771929824561,0.125,0.02040816326530612,49.0,0.0,0.0,0.0,8.0
p_18,0.03870967741935484,0.08571428571428572,0.025,0.04301075268817204,0.09523809523809523,0.027777777777777776,108.0,0.0,0.0,0.0,0.0,0.1935483870967742,0.42857142857142855,0.125,24.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,19.0
p_19,0.021052631578947368,0.02857142857142857,0.016666666666666666,0.011695906432748537,0.015873015873015872,0.009259259259259259,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,13.0,0.10526315789473684,0.14285714285714285,0.08333333333333333,12.0,0.0,0.0,0.0,20.0
p_20,0.007017543859649122,0.02857142857142857,0.004,0.016244314489928524,0.06613756613756613,0.009259259259259259,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,20.0,0.03508771929824561,0.14285714285714285,0.02,50.0
p_21,0.012903225806451613,0.025,0.008695652173913044,0.013739545997610514,0.02662037037037037,0.009259259259259259,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.06451612903225806,0.125,0.043478260869565216,23.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,56.0
p_22,0.06666666666666667,0.11111111111111112,0.047619047619047616,0.06481481481481481,0.1080246913580247,0.046296296296296294,108.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.5555555555555556,0.23809523809523808,21.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,15.0
p_23,0.025396825396825397,0.11428571428571428,0.014285714285714285,0.06584362139917695,0.2962962962962963,0.037037037037037035,108.0,0.0,0.0,0.0,0.0,0.12698412698412698,0.5714285714285714,0.07142857142857142,56.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,17.0
p_24,0.04444444444444444,0.05,0.04,0.0205761316872428,0.023148148148148147,0.018518518518518517,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,26.0,0.2222222222222222,0.25,0.2,10.0,0.0,0.0,0.0,57.0
p_25,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,10.0
p_26,0.015384615384615385,0.02857142857142857,0.010526315789473684,0.013532763532763534,0.02513227513227513,0.009259259259259259,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.07692307692307693,0.14285714285714285,0.05263157894736842,19.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,10.0
p_27,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,6.0
p_28,0.01702127659574468,0.05714285714285714,0.01,0.03152088258471237,0.1058201058201058,0.018518518518518517,108.0,0.0,0.0,0.0,0.0,0.0851063829787234,0.2857142857142857,0.05,40.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,8.0
p_29,0.022535211267605635,0.1,0.012698412698412698,0.06572769953051644,0.2916666666666667,0.037037037037037035,108.0,0.0,0.0,0.0,0.0,0.11267605633802817,0.5,0.06349206349206349,63.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,19.0
p_30,0.02622950819672131,0.1,0.01509433962264151,0.06435944140862174,0.24537037037037038,0.037037037037037035,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,24.0,0.13114754098360656,0.5,0.07547169811320754,53.0
p_31,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,11.0
p_32,0.03076923076923077,0.05,0.02222222222222222,0.02564102564102564,0.041666666666666664,0.018518518518518517,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.15384615384615385,0.25,0.1111111111111111,18.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,11.0
p_33,0.008163265306122448,0.02857142857142857,0.0047619047619047615,0.015873015873015872,0.05555555555555555,0.009259259259259259,108.0,0.0,0.0,0.0,0.0,0.04081632653061224,0.14285714285714285,0.023809523809523808,42.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,7.0
p_34,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,14.0
p_35,0.02,0.08571428571428572,0.011320754716981133,0.04907407407407408,0.2103174603174603,0.027777777777777776,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.1,0.42857142857142855,0.05660377358490566,53.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,29.0
p_36,0.010256410256410256,0.025,0.0064516129032258064,0.014719848053181385,0.03587962962962963,0.009259259259259259,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.05128205128205128,0.125,0.03225806451612903,31.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,44.0
p_37,0.03076923076923077,0.02857142857142857,0.03333333333333333,0.008547008547008548,0.007936507936507936,0.009259259259259259,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,38.0,0.15384615384615385,0.14285714285714285,0.16666666666666666,6.0
p_38,0.04878048780487805,0.11111111111111112,0.03125,0.07226738934056007,0.1646090534979424,0.046296296296296294,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.24390243902439024,0.5555555555555556,0.15625,32.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,14.0
p_39,0.023008015087223006,0.052000000000000005,0.21176470588235294,0.03016571498419683,0.0787962962962963,0.027777777777777776,108.0,0.019801980198019802,0.01,1.0,1.0,0.09523809523809523,0.25,0.058823529411764705,34.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,23.0
p_40,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,22.0
p_41,0.011428571428571429,0.02857142857142857,0.007142857142857143,0.014814814814814814,0.037037037037037035,0.009259259259259259,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,12.0,0.05714285714285714,0.14285714285714285,0.03571428571428571,28.0
p_42,0.04444444444444444,0.06666666666666667,0.03333333333333333,0.037037037037037035,0.05555555555555555,0.027777777777777776,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.2222222222222222,0.3333333333333333,0.16666666666666666,18.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,11.0
p_43,0.006896551724137931,0.025,0.004,0.015964240102171137,0.05787037037037037,0.009259259259259259,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,27.0,0.034482758620689655,0.125,0.02,50.0,0.0,0.0,0.0,7.0
p_44,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,12.0
p_45,0.006557377049180328,0.06666666666666667,0.0034482758620689655,0.017607771706132362,0.17901234567901234,0.009259259259259259,108.0,0.0,0.0,0.0,0.0,0.03278688524590164,0.3333333333333333,0.017241379310344827,58.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,16.0
p_46,0.04444444444444444,0.1,0.02857142857142857,0.05761316872427983,0.12962962962962962,0.037037037037037035,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.2222222222222222,0.5,0.14285714285714285,28.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,17.0
p_47,0.03636363636363636,0.06666666666666667,0.025,0.0404040404040404,0.07407407407407407,0.027777777777777776,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.18181818181818182,0.3333333333333333,0.125,24.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,52.0
p_48,0.007692307692307693,0.02857142857142857,0.0044444444444444444,0.016025641025641028,0.05952380952380952,0.009259259259259259,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.038461538461538464,0.14285714285714285,0.022222222222222223,45.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,8.0
p_49,0.016326530612244896,0.05714285714285714,0.009523809523809523,0.031746031746031744,0.1111111111111111,0.018518518518518517,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.08163265306122448,0.2857142857142857,0.047619047619047616,42.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,12.0
p_50,0.010810810810810811,0.02857142857142857,0.006666666666666666,0.015015015015015017,0.03968253968253968,0.009259259259259259,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,27.0,0.05405405405405406,0.14285714285714285,0.03333333333333333,30.0,0.0,0.0,0.0,14.0
p_51,0.028921568627450978,0.05912305516265912,0.21600000000000003,0.029116739288307915,0.06622924197181622,0.027777777777777776,108.0,0.0196078431372549,0.009900990099009901,1.0,1.0,0.125,0.2857142857142857,0.08,25.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,34.0
p_52,0.016,0.05714285714285714,0.009302325581395349,0.03185185185185185,0.11375661375661375,0.018518518518518517,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.08,0.2857142857142857,0.046511627906976744,43.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,24.0
p_53,0.020822977078155204,0.0876944837340877,0.209375,0.05025980136446858,0.254059929802504,0.037037037037037035,108.0,0.0196078431372549,0.009900990099009901,1.0,1.0,0.0,0.0,0.0,18.0,0.08450704225352113,0.42857142857142855,0.046875,64.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,10.0
p_54,0.01509433962264151,0.05,0.008888888888888889,0.031446540880503145,0.10416666666666667,0.018518518518518517,108.0,0.0,0.0,0.0,0.0,0.07547169811320754,0.25,0.044444444444444446,45.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,15.0
p_55,0.026666666666666665,0.02857142857142857,0.025,0.009876543209876543,0.010582010582010581,0.009259259259259259,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,28.0,0.13333333333333333,0.14285714285714285,0.125,8.0,0.0,0.0,0.0,11.0
p_56,0.008695652173913044,0.02857142857142857,0.005128205128205128,0.01570048309178744,0.051587301587301584,0.009259259259259259,108.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.14285714285714285,0.02564102564102564,39.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,32.0
p_57,0.010810810810810811,0.02857142857142857,0.006666666666666666,0.015015015015015017,0.03968253968253968,0.009259259259259259,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,20.0,0.05405405405405406,0.14285714285714285,0.03333333333333333,30.0,0.0,0.0,0.0,35.0
p_58,0.032,0.05,0.023529411764705882,0.025185185185185185,0.03935185185185185,0.018518518518518517,108.0,0.0,0.0,0.0,0.0,0.16,0.25,0.11764705882352941,17.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,10.0
p_59,0.034782608695652174,0.05714285714285714,0.025,0.02576489533011272,0.042328042328042326,0.018518518518518517,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,43.0,0.17391304347826086,0.2857142857142857,0.125,16.0,0.0,0.0,0.0,12.0
p_60,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,4.0
p_61,0.058823529411764705,0.125,0.038461538461538464,0.07080610021786493,0.15046296296296297,0.046296296296296294,108.0,0.0,0.0,0.0,0.0,0.29411764705882354,0.625,0.19230769230769232,26.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,8.0
p_62,0.017391304347826087,0.025,0.013333333333333332,0.012077294685990338,0.017361111111111112,0.009259259259259259,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,62.0,0.08695652173913043,0.125,0.06666666666666667,15.0,0.0,0.0,0.0,3.0
p_63,0.05714285714285714,0.14285714285714285,0.03571428571428571,0.07407407407407407,0.18518518518518517,0.046296296296296294,108.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.7142857142857143,0.17857142857142858,28.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,28.0
p_64,0.008,0.02857142857142857,0.004651162790697674,0.015925925925925927,0.056878306878306875,0.009259259259259259,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.04,0.14285714285714285,0.023255813953488372,43.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,20.0
p_65,0.03469079939668175,0.030551626591230552,0.23333333333333334,0.00872856265013128,0.008028183770758028,0.018518518518518517,108.0,0.0196078431372549,0.009900990099009901,1.0,1.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,21.0,0.15384615384615385,0.14285714285714285,0.16666666666666666,6.0
p_66,0.029629629629629627,0.05714285714285714,0.02,0.027434842249657063,0.0529100529100529,0.018518518518518517,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.14814814814814814,0.2857142857142857,0.1,20.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,4.0
p_67,0.025,0.08571428571428572,0.014634146341463414,0.047453703703703706,0.16269841269841268,0.027777777777777776,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,11.0,0.125,0.42857142857142855,0.07317073170731707,41.0
p_68,0.0125,0.025,0.008333333333333333,0.013888888888888888,0.027777777777777776,0.009259259259259259,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0625,0.125,0.041666666666666664,24.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,22.0
p_69,0.014545454545454545,0.05,0.00851063829787234,0.03164983164983165,0.1087962962962963,0.018518518518518517,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,13.0,0.07272727272727272,0.25,0.0425531914893617,47.0,0.0,0.0,0.0,4.0
p_70,0.025806451612903226,0.05,0.017391304347826087,0.027479091995221028,0.05324074074074074,0.018518518518518517,108.0,0.0,0.0,0.0,0.0,0.12903225806451613,0.25,0.08695652173913043,23.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,10.0
p_71,0.023529411764705882,0.11428571428571428,0.013114754098360656,0.0664488017429194,0.32275132275132273,0.037037037037037035,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.11764705882352941,0.5714285714285714,0.06557377049180328,61.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,8.0
p_72,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,15.0
p_73,0.02222222222222222,0.05,0.014285714285714285,0.028806584362139915,0.06481481481481481,0.018518518518518517,108.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.25,0.07142857142857142,28.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,11.0
p_74,0.006557377049180328,0.025,0.0037735849056603774,0.016089860352155434,0.061342592592592594,0.009259259259259259,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.03278688524590164,0.125,0.018867924528301886,53.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,21.0
p_75,0.02033898305084746,0.08571428571428572,0.011538461538461539,0.048964218455743884,0.20634920634920634,0.027777777777777776,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.1016949152542373,0.42857142857142855,0.057692307692307696,52.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,17.0
p_76,0.017777777777777778,0.05714285714285714,0.010526315789473684,0.031275720164609055,0.10052910052910052,0.018518518518518517,108.0,0.0,0.0,0.0,0.0,0.08888888888888889,0.2857142857142857,0.05263157894736842,38.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,15.0
p_77,0.03773584905660378,0.125,0.02222222222222222,0.07861635220125786,0.2604166666666667,0.046296296296296294,108.0,0.0,0.0,0.0,0.0,0.18867924528301888,0.625,0.1111111111111111,45.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,6.0
p_78,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,14.0
p_79,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,24.0
p_80,0.06060606060606061,0.14285714285714285,0.038461538461538464,0.07295173961840629,0.17195767195767198,0.046296296296296294,108.0,0.0,0.0,0.0,0.0,0.30303030303030304,0.7142857142857143,0.19230769230769232,26.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,10.0
p_81,0.035443037974683546,0.2,0.019444444444444445,0.11814345991561181,0.6666666666666666,0.06481481481481481,108.0,0.0,0.0,0.0,0.0,0.17721518987341772,1.0,0.09722222222222222,72.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,11.0
p_82,0.016666666666666666,0.02857142857142857,0.011764705882352941,0.013117283950617283,0.022486772486772486,0.009259259259259259,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,59.0,0.08333333333333333,0.14285714285714285,0.058823529411764705,17.0
p_83,0.048,0.08571428571428572,0.03333333333333333,0.04,0.07142857142857142,0.027777777777777776,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,11.0,0.24,0.42857142857142855,0.16666666666666666,18.0,0.0,0.0,0.0,18.0
p_84,0.013333333333333332,0.05,0.007692307692307693,0.03209876543209877,0.12037037037037036,0.018518518518518517,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,11.0,0.06666666666666667,0.25,0.038461538461538464,52.0,0.0,0.0,0.0,8.0
p_85,0.015384615384615385,0.05714285714285714,0.008888888888888889,0.032051282051282055,0.11904761904761904,0.018518518518518517,108.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.2857142857142857,0.044444444444444446,45.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,36.0
p_86,0.008333333333333333,0.02857142857142857,0.004878048780487805,0.015817901234567902,0.05423280423280423,0.009259259259259259,108.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.14285714285714285,0.024390243902439025,41.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,22.0
p_87,0.011428571428571429,0.02857142857142857,0.007142857142857143,0.014814814814814814,0.037037037037037035,0.009259259259259259,108.0,0.0,0.0,0.0,0.0,0.05714285714285714,0.14285714285714285,0.03571428571428571,28.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,37.0
p_88,0.018604651162790697,0.08888888888888888,0.01038961038961039,0.06632213608957795,0.3168724279835391,0.037037037037037035,108.0,0.0,0.0,0.0,0.0,0.09302325581395349,0.4444444444444444,0.05194805194805195,77.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,11.0
p_89,0.03636363636363636,0.08571428571428572,0.023076923076923078,0.04377104377104377,0.10317460317460317,0.027777777777777776,108.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.42857142857142855,0.11538461538461539,26.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,15.0
p_90,0.03870967741935484,0.08571428571428572,0.025,0.04301075268817204,0.09523809523809523,0.027777777777777776,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,6.0,0.1935483870967742,0.42857142857142855,0.125,24.0,0.0,0.0,0.0,34.0
p_91,0.032,0.05714285714285714,0.02222222222222222,0.026666666666666665,0.047619047619047616,0.018518518518518517,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,56.0,0.16,0.2857142857142857,0.1111111111111111,18.0,0.0,0.0,0.0,5.0
p_92,0.02711864406779661,0.1,0.01568627450980392,0.064030131826742,0.2361111111111111,0.037037037037037035,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,25.0,0.13559322033898305,0.5,0.0784313725490196,51.0
p_93,0.04444444444444444,0.05,0.04,0.0205761316872428,0.023148148148148147,0.018518518518518517,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,47.0,0.2222222222222222,0.25,0.2,10.0,0.0,0.0,0.0,16.0
